Study name,Open Access,ECPC member,ECPC affiliation,Same sample as,Country,Setting/location,Latitude,Longitude,Longitudinal,Design,Follow-up (months),Quant/qual,Type,Intervention name,Control,Randomized,Sample size,Age 0-8,Age 9-25,Adult,Caregiver,Teacher,Key demographics,Child: Reading,Child: Writing,Child: Mathematics,Child: Cognitive,Child: Language,Child: Executive function,Child: Motor skills,Child: Social-emotional,Child: Mental health,Child: Behavioral,Child: Physical health,Child: Victimization,Caregiver: Mental health & well-being,Caregiver: positive/responsive,Caregiver: harsh/violent discipline,Caregiver: family unit,Caregiver outcomes (detail),Teacher/classroom outcomes,Biomarkers,Findings: Psychometrics,Findings: Descriptive,Findings: Group differences,Findings: Associations,Findings: Moderation,Findings: Mediation,Findings: Intervention impact,Key finding 1,Key finding 2,Key finding 3,Effect sizes,Notes,Authors,Year,Journal,DOI,OA URL,OpenAlex ID,Cited by,Abstract
"Hein, Sascha — 2025 — “Like an Emotional Trash Can”: An Interview Study of Bhutanese School Guidance…",Yes,"Hein, Sascha",Free University of Berlin,,Bhutan,,27.51,90.43,no,qualitative,,qualitative,intervention,,,not applicable,28 interviews,,,,,,School guidance counsellors in Bhutan,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,"In sum, the results revealed the need for (1) more resources to cope with the mental health needs of students, such as additional training, (2) more organization to systemize stakeholder collaboration and to clarify the school guidance counselors’ roles, (3) more awareness in the general population about school guidance counseling, including overcoming stigma towards mental health issues, and (4) more time for this profession to establish itself in the Kingdom.","In sum, the results revealed the need for (1) more resources to cope with the mental health needs of students, such as additional training, (2) more organiza- tion to systemize stakeholder collaboration and to clarify the school guidance coun- selors’ roles, (3) more awareness in the general population about school guidance counseling, including overcoming stigma towards mental health issues, and (4) more time for this profession to establish itself in the Kingdom.",,,,"Julie Larran, Sascha Hein",2025,International Journal for the Advancement of Counselling,https://doi.org/10.1007/s10447-025-09594-3,https://link.springer.com/content/pdf/10.1007/s10447-025-09594-3.pdf,https://openalex.org/W4407115023,1,"Abstract School counselors are responsible for students’ mental health and their increasingly complex issues. However, little is known about school counseling services in the Kingdom of Bhutan. This study conducted 28 semi-structured interviews with school guidance counselors in Bhutan, 19 online and 9 in-person, to investigate their perceived challenges and resources. The data were analyzed using a phenomenological approach to inquiry and thematic analysis proposed by Braun and Clarke ( Qualitative Research in Psychology 3(2):77-101, 2006). The identified challenges and resources were grouped for further analysis according to Martin et al.’s ( International Journal for the Advancement of Counselling 37(4):305-318, 2015) model of 11 factors influencing school counseling. The most often mentioned challenges were insufficient resources to cope with rising mental health needs and cultural barriers to the implementation of school guidance counseling, such as stigma and the role of corporal punishment. The most often mentioned resources were the importance of material resources, such as having a separate counseling room within the school, and the importance of support from external professionals, such as clinical counselors. In sum, the results revealed the need for (1) more resources to cope with the mental health needs of students, such as additional training, (2) more organization to systemize stakeholder collaboration and to clarify the school guidance counselors’ roles, (3) more awareness in the general population about school guidance counseling, including overcoming stigma towards mental health issues, and (4) more time for this profession to establish itself in the Kingdom."
"Hertog, Katrien — 2023 — Integrating MHPSS and Peacebuilding: A Critical and Constructive Perspective from the…",Yes,"Hertog, Katrien",IAHV,,,,,,no,Conceptual/critical perspective,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,"This article proposes to peacebuilding practitioners, policy-makers and donors to put more attention on strengthening integrated approaches that already exist, rather than focusing most attention on merging what is - at the moment - far from integrated.","It emphasizes that sustainable integration of integrated approaches into peacebuilding policy, practice and theory, as well as improved impact of integrated peacebuilding work, will be developed from the way we as peacebuilders connect and integrate inside ourselves and our teams.",,,,Katrien Hertog,2023,,https://doi.org/10.31124/advance.22512228.v2,https://advance.sagepub.com/articles/preprint/Integrating_MHPSS_and_Peacebuilding_A_Critical_and_Constructive_Perspective_from_the_Integrated_Field_of_Psychosocial_Peacebuilding/22512228/2/files/42587551.pdf,https://openalex.org/W4387531210,0,"Recent years have seen a surge in awareness of the importance to integrate Mental Health, Psychosocial Support (MHPSS) and Peacebuilding (PB). This article examines how the conceptual frameworks and practical implementation experience of psychosocial peacebuilding relate to the current integration efforts of MHPSS and Peacebuilding. It identifies a range of challenges often present in integration efforts, as well as insights, frameworks and experience from the field of psychosocial peacebuilding which could address these. This article proposes to peacebuilding practitioners, policy-makers and donors to put more attention on strengthening integrated approaches that already exist, rather than focusing most attention on merging what is - at the moment - far from integrated. It emphasizes that sustainable integration of integrated approaches into peacebuilding policy, practice and theory, as well as improved impact of integrated peacebuilding work, will be developed from the way we as peacebuilders connect and integrate inside ourselves and our teams."
"Hertog, Katrien — 2024 — Integrating mental health and psychosocial support (MHPSS) and peacebuilding: A critical…",No,"Hertog, Katrien",IAHV,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Katrien Hertog,2024,Peace and Conflict Journal of Peace Psychology,https://doi.org/10.1037/pac0000773,,https://openalex.org/W4403603360,2,
"Hertog, Katrien — 2026 — Psychosocial Peacebuilding",No,"Hertog, Katrien",IAHV,,,,,,no,Book / conceptual framework,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,,,"This model exemplifies intra-personal transformation as the cornerstone and foundation for peacebuilding, while at the same time addressing structural change, engaging with behavioral and relational dimensions of peacebuilding, and strengthening underlying human and peace-promoting values.</JATS1:p> <JATS1:p>Whether you're a seasoned peacebuilder, policymaker, student, or newly exploring the psychosocial dimensions of peacebuilding, this guidebook offers a new lens to make sense of complex, interwoven factors and a structured way to understand these issues as integral to the peace process.","It makes the case that psychosocial dimensions are not secondary, but foundational to sustainable peace.",,,,Katrien Hertog,2026,Bloomsbury Publishing Plc eBooks,https://doi.org/10.5040/9798216368441,,https://openalex.org/W7143739238,0,"<JATS1:p>What if sustainable peace really starts within the human heart and mind?</JATS1:p> <JATS1:p>Psychosocial Peacebuildingplaces the lived experience of individuals at the center of peace efforts. This timely and engaging book offers a clear, practical, and inspiring guide to understanding and applying psychosocial approaches to peacebuilding theory and practice. It provides both a much-needed conceptual framework to understand and address the broad range of psychosocial factors that shape conflict dynamics and peacebuilding outcomes, and hands-on tools drawn from more than 25 years of global field experience. It looks at how conflict affects psychosocial realities, and how those realities, in turn, influence the trajectory of peace or violence.</JATS1:p> <JATS1:p>Dr. Katrien Hertog explores thewhat, why, how, and whoof psychosocial peacebuilding through case studies, scientific insights, lived experiences, and practical exercises. She introduces an integrated model developed by the International Association for Human Values (IAHV) and the Art of Living as a rare example of a conceptual framework for psychosocial peacebuilding that uses evidence-based practices and is implemented with success around the globe in a variety of settings with huge multiplication possibilities. This model exemplifies intra-personal transformation as the cornerstone and foundation for peacebuilding, while at the same time addressing structural change, engaging with behavioral and relational dimensions of peacebuilding, and strengthening underlying human and peace-promoting values.</JATS1:p> <JATS1:p>Whether you're a seasoned peacebuilder, policymaker, student, or newly exploring the psychosocial dimensions of peacebuilding, this guidebook offers a new lens to make sense of complex, interwoven factors and a structured way to understand these issues as integral to the peace process. It makes the case that psychosocial dimensions are not secondary, but foundational to sustainable peace."
"Issa, Ghassan — 2023 — Parenting support for refugee and vulnerable communities in Lebanon and Jordan during…",Yes,"Issa, Ghassan",Arab Resource Collective Arab Network on Early Childhood Development,,Lebanon; Egypt; Jordan; Palestinian,Villages and refugee camps,33.85,35.86,no,Pilot / implementation evaluation,,quantitative,intervention,ARC multi-sectoral responsive caregiving program,,unclear,,,,,Parents,,refugees/IDPs; parents,,,,,,,,,Yes,,,,Yes,,,,mental health/wellbeing,,,,,Yes,,,,,About a third of families surveyed did not feel they could control themselves and 54% of these adults stated they resorted to violence or shouting at their children and in the home.,"Lastly, 38% of surveyed families complained o",,,,"Ghassan Issa, Muna E. Abbas, Lara C. Aoude, Grace J. Boutros, Asma S. Al Khatib, Sahar L. Matarneh, Dima M. AlFayez, Nael H. Alami, Najla A. Lakkis",2023,,https://doi.org/10.4324/9781003415213-6,https://api.taylorfrancis.com/content/chapters/oa-edit/download?identifierName=doi&identifierValue=10.4324/9781003415213-6&type=chapterpdf,https://openalex.org/W4387956345,1,"Although the importance of early childhood development (ECD) is well understood, related programming is scarce, especially in vulnerable Arab communities facing multiple emergencies. In 2012, the Arab Resource Collective (ARC) and its partners developed and pilot-tested a multi-sectoral responsive caregiving program in Lebanon, Egypt, and Jordan, all countries facing climate and refugee crises, and soon the pandemic. The program aimed to improve parents’ well-being, reduce stress levels, and support positive discipline strategies. When COVID-19 impacted Lebanon and Jordan in 2020, the intervention was provided both through an adapted face-to-face model and a new online delivery modality. These new modalities were piloted in one village in Mount Lebanon and two refugee camps in Lebanon and Jordan. Beneficiaries included disadvantaged families in Lebanon and Jordan as well as Syrian and Palestinian refugees. This chapter describes the adaption process and findings from testing three implementation modalities on parents’ knowledge, attitudes, and behaviors. Additionally, the chapter provides lessons learned that can inform similar programs targeting parents of young children in other crisis contexts."
"Khoshnood, Kaveh — 2023 — Breast Cancer Stigma in Iraq",No,"Khoshnood, Kaveh",Yale School of Public Health,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Hamdia Mirkhan Ahmed, Kaveh Khoshnood",2023,Current Breast Cancer Reports,10.1007/s12609-023-00513-2,,https://openalex.org/W4388264642,0,
"Khoshnood, Kaveh — 2023 — Epidemiology of substance use and mental health disorders among forced migrants displaced…",Yes,"Khoshnood, Kaveh",Yale School of Public Health,,Middle East,,,,yes,meta-analysis,,mixed,review,,,not applicable,,,,,,,Forced migrants from the MENAT region,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,,"DISCUSSION: The systematic review aims to explore, identify and synthesize the evidence to reveal the epidemiology of SU and/or MH of forced migrants of the MENAT region as described in this protocol.","In sum, the review will provide evidence to fill the gap in the literature and help the s",,,,"Maryam Kazemitabar, Kate Nyhan, Natalie Makableh, Rebecca Minahan-Rowley, Malak Ali, Mayyada Wazaify, Jeanette M. Tetrault, Kaveh Khoshnood",2023,PLoS ONE,https://doi.org/10.1371/journal.pone.0292535,https://doi.org/10.1371/journal.pone.0292535,https://openalex.org/W4387362535,2,"BACKGROUND: Understanding the epidemiology of substance use disorders (SUDs) and mental health disorders (MHDs) among forced migrants from the Middle East and North Africa and Türkiye (MENAT) region is of utmost importance given their distinct challenges and vulnerabilities. Existing research on the topic is substantial; however, comprehensive systematic reviews are limited. We aim to conduct a systematic literature review to bridge this gap, providing a thorough understanding of SUDs and MHDs epidemiology among this population. METHODS: The systematic review will include original, peer-reviewed research articles published in English or Arabic between 2013 and 2023. It will encompass qualitative, quantitative, and mixed-methods studies focusing on SUDs and/or MHDs among forced migrants from the MENAT region. A Medline (via Ovid) search strategy was developed and will be translated into databases of EMBASE (via Ovid), Web of Science Core Collection (as licensed at Yale), and CINAHL. Risk of Bias in the included studies will be assessed using the Joanna Briggs Institute (JBI) checklist for observational studies and the Cochrane Risk of Bias (ROB) 2 tool for intervention studies. Meta-analysis using random-effects models will be conducted and subgroup analyses based on studies' data will be performed. The systematic review will be conducted based on the framework introduced by the Joanna Briggs Institute. Additionally, the PRISMA-P extension for systematic reviews was used to report the present protocol. The present systematic review protocol has been registered with PROSPERO, an international prospective register of systematic reviews. The review's registration ID is CRD42021286882. DISCUSSION: The systematic review aims to explore, identify and synthesize the evidence to reveal the epidemiology of SU and/or MH of forced migrants of the MENAT region as described in this protocol. In sum, the review will provide evidence to fill the gap in the literature and help the s"
"Khoshnood, Kaveh — 2023 — Experiences of stigma, mental health, and coping strategies in Lebanon among Lebanese and…",No,"Khoshnood, Kaveh",Yale School of Public Health,,,,,,no,qualitative,,qualitative,observational,,,not applicable,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"Sarah Abboud, David W. Seal, John E. Pachankis, Kaveh Khoshnood, Danielle Khouri, Fouad M. Fouad, Robert Heimer",2023,Social Science & Medicine,https://doi.org/10.1016/j.socscimed.2023.116248,,https://openalex.org/W4386700889,12,
"Khoshnood, Kaveh — 2023 — The effect of conflict on medical facilities in Mariupol, Ukraine: a quasi-experimental…",Yes,"Khoshnood, Kaveh",Yale School of Public Health,,Ukraine,Mariupol,48.38,31.17,no,quasi-experimental,,quantitative,observational,,,no,,,,,,,Medical facilities during Russia's siege,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,Abstract Medical facilities are civilian objects specially protected by international humanitarian law.,,,77% of medical facilities damaged,[auto-coded from title+abstract; verify location/sample/findings against full text],"Danielle N. Poole, Daniel Andersen, Nathaniel A. Raymond, Jack Parham, Caitlin Howarth, Oona A. Hathaway, Kaveh Khoshnood",2023,medRxiv,10.1101/2023.08.01.23293508,https://www.medrxiv.org/content/medrxiv/early/2023/08/06/2023.08.01.23293508.full.pdf,https://openalex.org/W4385633222,1,"Abstract Medical facilities are civilian objects specially protected by international humanitarian law. Despite the need for systematic documentation of the effects of war on medical facilities for judiciary accountability, current methods for surveilling damage to protected civilian objects during ongoing armed conflict are insufficient. Satellite imagery damage assessment confers significant possibilities for investigating patterns of war. We leveraged commercially and publicly available satellite imagery and geolocated facility data to conduct a pre-post quasi-experimental study of damage to medical infrastructure in Mariupol, Ukraine as a result of Russia’s invasion. We found that 77% of medical facilities in Mariupol sustained damage during Russia’s siege lasting from February 24 - May 20, 2022. Facility size was not associated with damage, suggesting that attacks on medical facilities are not a residual of physical infrastructure characteristics. This is the first geographically comprehensive pre-post study of the effects of an ongoing conflict on specially protected medical infrastructure."
"Khoshnood, Kaveh — 2023 — The Hidden Aspects of A Century of Substance Use Policymaking in Iran",Yes,"Khoshnood, Kaveh",Yale School of Public Health,,Iran,,32.43,53.69,no,Historical/policy analysis,,quantitative,intervention,,,unclear,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"The use of substances, especially opiates, has been a longstanding and significant problem in Iran.",,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Emran Mohammad Razaghi, Mohammad Binazadeh, Rahimeh Negarandeh, James Tharin Bradford, Kaveh Khoshnood",2023,Qeios,10.32388/q0pmcl,https://www.qeios.com/read/Q0PMCL/pdf,https://openalex.org/W4386022959,1,"The use of substances, especially opiates, has been a longstanding and significant problem in Iran. In response, Iran has experimented with a wide range of policies including nonintervention, regulation, legalization, prohibition, and criminalization. Exploring Iran’s substance use policies suggests that the Iranian government has been more concerned with byproducts of policies such as financial revenue, promoting diplomacy, and maintaining power, rather than genuinely alleviating the substance trade and addiction. First, we explore how opium taxation was the core substance use policy before oil became the main source of government income. Second, we discuss how conflicts of power between the health sector and other stakeholders relegated the role of the health sector and medical professionals. Lastly, we analyze the post-1979 revolution policies when Iran experienced social desolations, such as during the Iraq-Iran war and the subsequent economic recessions. We reveal that stigmatization and scapegoating of people who use substances have been used as a cover-up to obscure deeper social problems. This historical analysis ultimately reveals that Iran’s substance use policies have largely neglected medical approaches in favor of more oppressive, but politically expedient options."
"Khoshnood, Kaveh — 2024 — A Scoping Review of Factors Associated with HIV Acquisition in the Context of…",Yes,"Khoshnood, Kaveh",Yale School of Public Health,,,,,,no,systematic review,,quantitative,review,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Dini Harsono, Swarali Atre, Hanna Peterson, Kate Nyhan, Dina Garmroudi, J. Lucian Davis, Winnie Ho, Kaveh Khoshnood",2024,AIDS and Behavior,10.1007/s10461-024-04504-x,https://pmc.ncbi.nlm.nih.gov/articles/PMC12509099/pdf/nihms-2112263.pdf,https://openalex.org/W4402620396,3,
"Khoshnood, Kaveh — 2024 — A survey of ethical sensitivity among nursing students and its influencing factors",No,"Khoshnood, Kaveh",Yale School of Public Health,,China,,35.86,104.2,no,cross-sectional,,quantitative,intervention,,,no,489 nursing undergraduates,,,Adults (students),,,Chinese nursing undergraduates,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Background Nurses frequently experience ethical issues in their area of practice.,,,Ethical sensitivity–care ability r=0.576,[auto-coded from title+abstract; verify location/sample/findings against full text],"Hu Juan, Xi Chen, Kaveh Khoshnood, Esther Luo, Taeko Muramatsu, Min Yang",2024,Nursing Ethics,10.1177/09697330231225399,,https://openalex.org/W4390732760,18,"Background Nurses frequently experience ethical issues in their area of practice. In the challenging reality of today’s healthcare environment, nursing students need to be prepared to deal with ethical issues in their future roles. Nevertheless, Chinese nursing students’ ethical sensitivity status and the factors influencing it have not been described. Objective This study aims to explore the level of ethical sensitivity and its influencing factors among Chinese nursing students. Research design This was a cross-sectional study. We firstly cross-culturally adapted the Japanese version of the Ethical Sensitivity Questionnaire for Nursing Students (ESQ-NS) into a Chinese version. Then, we administered the Chinese version of ESQ-NS, the Caring Ability Inventory (CAI), and general information questionnaire to nursing undergraduates. Participants and research context The invitations were sent to 600 nursing undergraduates from four universities in Hunan, China. Ethical considerations The study was supported by the Institutional Review Board (IRB) of the lead university. The Approval No. was E202092. Results A total of 489 undergraduate nursing students participated in the study. The mean score for ethical sensitivity of the samples was 36.34 ± 4.90, and 187.99 ± 22.64 for their humanistic care ability. Pearson’s correlation coefficient test indicated a meaningful and positive relationship between the ethical sensitivity and humanistic care ability (r = 0.576 and p &lt;.01). And regression analysis showed that age, school year, experience in studying nursing ethics, how much you like nursing major, and humanistic care ability were of relevance to nursing students' ethical sensitivity. Discussion Our findings suggest that the mean ethical sensitivity score of Chinese nursing students is 36.34 (13–52). The humanistic caring ability of Chinese nursing students is still at a low level. Conclusion Future interventions for improving the ethical sensitivity of the nursing students should consider general information of participants and their humanistic care ability."
"Khoshnood, Kaveh — 2024 — Abstract PO5-10-11: BREAST CANCER DIAGNOSIS AND TREATMENT AMONG DISPLACED AND HOST…",No,"Khoshnood, Kaveh",Yale School of Public Health,,Syria,Idlib governorate,34.8,38.997,no,longitudinal cohort,,quantitative,intervention,,,no,188 patients (108 with displacement status),,,Adult women,,,Displaced (IDP) and host women with breast cancer,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Abstract INTRODUCTION: The protracted Syrian conflict has forcibly displaced more than half the pre-conflict population of 22 million people with 6.7 million IDPs (internally displaced people.) 80% of IDPs are women and children.,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Anees B. Chagpar, Aula Abbara, Alaa Alshemali, Fares Alahdab, Moahmed Hamze, Bassel Attassi, Jude Alawa, Sydney Cech, Lawrence Tang, Kaveh Khoshnood",2024,Cancer Research,10.1158/1538-7445.sabcs23-po5-10-11,,https://openalex.org/W4396587174,0,"Abstract INTRODUCTION: The protracted Syrian conflict has forcibly displaced more than half the pre-conflict population of 22 million people with 6.7 million IDPs (internally displaced people.) 80% of IDPs are women and children. Given a lack of humanitarian funding for oncology services, NGOs like the Syrian-American Medical Society (SAMS), have used private funding to establish oncology services. We sought to explore differences in breast cancer diagnosis and treatment among IDPs and host populations in SAMS oncology centre in Idlib governorate. METHODS: Charts of women seen diagnosed with breast cancer at the SAMS Oncology Centre in Idlib governorate between March 2018 and February 2021 were reviewed. Clinicopathologic data was extracted, and non-parametric statistical analyses were performed to compare citizens vs. those who were displaced. RESULTS: Data for 188 patients were available; for 108/188 (57%) details of IDP versus host status was available. 61/108 (56%) were IDPs, 47 (44%) were host. The median age at diagnosis was similar between citizens and those who were displaced. Further, the clinicopathologic features and treatment between these two groups were similar. The time between onset of symptoms and diagnosis was imilar between the host population and IDPs (median 125.5 days vs. 77 days, respectfully, p=0.255), although there was a trend towards a shorter time from diagnosis to initiation of treatment for IDPs (median 19 days vs. 14 days, p=0.051). CONCLUSION: From this cohort study, it is notable that there were no significant differences in the tumor size, node positivity or grade at diagnosis. Further, although IDPs are usually considered to have more challenging access to healthcare services compared to host populations, it was notable that there was no significant difference between the time of onset of symptoms to diagnosis between the two groups, and a trend towards a shorter time to treatment. Although this may be related to the relatively small sample size, it may also reflect other commitments of host populations (e.g., employment) that may delay care, or the work of humanitarian organizations in reaching displaced populations. Further, given that in northwest Syria, more than 65% of the 4-4.6 million people in the area are IDPs, access to care between the two groups may be similar. Further work is required to explore this. Table. Citation Format: Anees Chagpar, Aula Abbara, Alaa Alshemali, Fares Alahdab, Moahmed Hamze, Bassel Attassi, Jude Alawa, Sydney Cech, Lawrence Tang, Kaveh Khoshnood. BREAST CANCER DIAGNOSIS AND TREATMENT AMONG DISPLACED AND HOST POPULATIONS IN NORTH-WEST SYRIA [abstract]. In: Proceedings of the 2023 San Antonio Breast Cancer Symposium; 2023 Dec 5-9; San Antonio, TX. Philadelphia (PA): AACR; Cancer Res 2024;84(9 Suppl):Abstract nr PO5-10-11."
"Khoshnood, Kaveh — 2024 — Accessing breast cancer care in a protracted conflict: Qualitative exploration of the…",Yes,"Khoshnood, Kaveh",Yale School of Public Health,,Syria,Idlib city,34.8,38.997,no,qualitative,,qualitative,intervention,,,not applicable,22 women,,,Adult women,,,Women with breast cancer in northwest Syria,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,"BACKGROUND: Women with breast cancer in northwest Syria, an area of protracted armed conflict, face multiple intersecting challenges to accessing care which may relate to gender, social structures, and financial constraints.",,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Manar Marzouk, Mohamed Hamze, Jamil Debel, Alaa Alshemali, Boushra Alhussein Alameen, M. Bakkour, Bayan Galal, Anees B. Chagpar, Bassel Atassi, Kaveh Khoshnood, Aula Abbara",2024,Social Science & Medicine,10.1016/j.socscimed.2024.117364,https://doi.org/10.1016/j.socscimed.2024.117364,https://openalex.org/W4402700984,5,"BACKGROUND: Women with breast cancer in northwest Syria, an area of protracted armed conflict, face multiple intersecting challenges to accessing care which may relate to gender, social structures, and financial constraints. Our aim was to explore the perspectives of women with breast cancer in northwest Syria about the impact of their diagnosis and experiences of accessing care. METHODS: Women who accessed diagnosis or clinical care at the Syrian American Medical Society (SAMS) oncology centre in Idlib city during 2022 were identified from hospital records; they were invited to participate in semi-structured interviews conducted in Arabic by four local female-trained researchers. Participation was voluntary and informed consent was sought. Semi-structured interviews were conducted in August and September 2022 until thematic saturation was reached. Data were audio recorded and transcribed in Arabic before translation and thematic analysis using Nvivo to identify key emerging themes. RESULTS: 22 women with breast cancer were interviewed. Findings were categorised into three themes: 1. Challenges to accessing oncology care in northwest Syria 2. Interactions with healthcare workers 3. The role of community and society. All participants noted the financial strains which the breast cancer diagnosis placed on them and their families. Most also noted the additional strains of travelling long distances, either in northwest Syria or to Turkey, where referral would entail additional costs, bureaucracy or isolation from family or social support. Some participants described social impacts including the expectation that they would continue with household chores and childcare even while ill. Patients reported that strong faith, having children, compassion from healthcare staff and peer support as being important factors for coping with their diagnosis and treatment. CONCLUSION: Though there have been improvements to breast cancer care in northwest Syria, stock-outs and the lack of availability of radiotherapy may still force women to travel to Turkey for further investigations or treatment. Our findings suggest increased support for women with breast cancer as well as their families is required. This work is a starting point for future research on this topic both in northwest Syria and other areas in Syria."
"Khoshnood, Kaveh — 2024 — Conducting School-Based Mental Health Research",No,"Khoshnood, Kaveh",Yale School of Public Health,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Mi Hu, Esther Luo, Laura Bothwell, Kaveh Khoshnood",2024,Johns Hopkins University Press eBooks,10.1353/resource5.case46,,https://openalex.org/W4403596133,0,
"Khoshnood, Kaveh — 2024 — Curricula and resources related to social entrepreneurship and public health innovation…",Yes,"Khoshnood, Kaveh",Yale School of Public Health,,U.S.,,37.09,-95.71,no,cross-sectional,,quantitative,intervention,,,no,19 professionals across 15 schools of public health,,,,,,Public health school faculty,,,,,,,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,"This paper examines the current state of social innovation and entrepreneurship programming, courses, and centers within schools of public health through a survey data analysis.",,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Ingeborg Hyde, Kaveh Khoshnood, Teresa Chahine, Fatema Basrai",2024,Frontiers in Public Health,10.3389/fpubh.2024.1354787,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1354787/pdf,https://openalex.org/W4391690798,1,"This paper examines the current state of social innovation and entrepreneurship programming, courses, and centers within schools of public health through a survey data analysis. This report presents a cross-sectional survey conducted among faculty members of public health schools in the United States. The survey aims to determine the availability and current state of student-centered programs and courses centered around social innovation and entrepreneurship within schools of public health. Insights were drawn from 19 professionals across 15 schools of public health. Uncertainties surround the sustainability of current programs, with insufficient funding, human resources, and the need to teach more pressing topics identified as the most significant obstacles. Key areas identified as opportunities for growth were faculty engagement, expertise, and funding to expand more structured programming."
"Khoshnood, Kaveh — 2024 — Damage to medical complexes in the Gaza Strip during the Israel–Hamas war: a geospatial…",Yes,"Khoshnood, Kaveh",Yale School of Public Health,,Palestine (Gaza),,,,no,Observational pre/post (geospatial/satellite),,quantitative,observational,,,unclear,"167,292 buildings; 106 medical complexes",,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,INTRODUCTION: Medical facilities are civilian objects specially protected during armed conflict by international humanitarian law (IHL).,,,~9% damage to medical complexes and other buildings (p>0.73),[auto-coded from title+abstract; verify location/sample/findings against full text],"Danielle N. Poole, Daniel Andersen, Nathaniel A. Raymond, Rob Grace, Trevor Smith, Kaveh Khoshnood, Hani Mowafi",2024,BMJ Global Health,10.1136/bmjgh-2023-014768,https://gh.bmj.com/content/bmjgh/9/2/e014768.full.pdf,https://openalex.org/W4391754567,11,"INTRODUCTION: Medical facilities are civilian objects specially protected during armed conflict by international humanitarian law (IHL). These protections are customarily applied regardless of the conflict, parties or contexts involved. Attacks on medical care have characterised the bombardment campaign of the Gaza Strip beginning 7 October 2023. This study presents evidence regarding patterns of damage to medical complexes relative to all other buildings in the first month of this conflict. METHODS: This is an observational pre/post-study of damage to buildings during the first month of the Israel Defence Force bombardment of Gaza from 7 October to 7 November 2023. Open-source polygons for the Gaza Strip were spatially joined with building damage assessments from satellite imagery analysis. Medical facilities were included in the analysis if they were cross-referenced by a minimum of two datasets. Welch's t-test was used to test for statistically significant differences in the proportions of damaged medical complexes and other buildings. RESULTS: A total of 167 292 unique buildings were identified, including 106 cross-referenced medical complexes. Approximately 9% of non-medical buildings and medical complexes alike sustained damage during the first month of the bombardment (p>0.7292). CONCLUSION: During the first month of the bombing campaign, evidence suggests medical complexes have not received special protection as required by IHL. This finding raises concerns about combatants' application of the principles of distinction, proportionality and precaution, suggesting the importance of further investigation."
"Khoshnood, Kaveh — 2024 — Drug Use and Risk of HIV and Other Blood-Borne Infections among Climate-Induced Migrants",No,"Khoshnood, Kaveh",Yale School of Public Health,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Kaveh Khoshnood, Laura Bothwell",2024,Johns Hopkins University Press eBooks,10.1353/resource5.case38,,https://openalex.org/W4403596168,0,
